2024-05-25 00:00:01,430 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:39:29,676 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:39:35,171 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Current timeframe.
2024-05-25 08:39:35,171 INFO  | < > | Sending response:
2024-05-25 08:39:35,171 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="33"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_US"] { "container" ["cntrID"="HHXU3272068"] } }
2024-05-25 08:39:35,171 INFO  | < > | Bento request received:
2024-05-25 08:39:35,171 INFO  | <  6> |  (Skipped 1: Received ECN4 Bento Service add)
2024-05-25 08:39:35,171 INFO  | < > | { "XDResponse" ["csBinSlot"="CIC"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 08:39:35,187 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=2 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=SA0831 Nom Che=
2024-05-25 08:39:35,172 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 08:39:37,356 INFO  | <  2> |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=2 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=)
2024-05-25 08:39:37,356 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=6
2024-05-25 08:39:37,366 INFO  | < > | DB UPDATE for work.instructions origin=_completeChain user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC CHE-Dsptch= CHE-Dsptch= sq=6
2024-05-25 08:39:37,366 INFO  | < > | tWorkInstruction::changeBin - updating [-1060595680 WI=YARD/HHXU3272068/5G108C2>CIC Move#=1.00000] to [-1060595680 WI=OTHR/HHXU3272068/5G108C2>undefined Move#=1.00000]. Client
2024-05-25 08:39:37,367 INFO  | < > | Position change for HHXU3272068: 5G108C2>CIC (complete move)
2024-05-25 08:39:37,366 INFO  | < > | tWorkInstruction::changeBin - updating [-1060595680 WI=OTHR/HHXU3272068/undefined>5G108C2 Move#=1.00000] to [-1060595680 WI=YARD/HHXU3272068/5G108C2>5G108C2 Move#=1.00000]. Client
2024-05-25 08:39:37,358 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Carry Underway/Put Complete Move Stage= Fetch= Complete=
2024-05-25 08:39:38,078 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Completed Move Stage= Fetch=SA0831 Carry Strt=SA0831 sq=7
2024-05-25 08:39:38,076 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=YARD/HHXU3272068/5G108C2>CIC Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=7
2024-05-25 08:39:40,528 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0839 sq=3
2024-05-25 08:39:40,496 INFO  | < > | { "XDResponse" ["csBinSlot"="SCAN"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 08:39:40,496 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Imminent timeframe.
2024-05-25 08:39:40,496 INFO  | < > | Sending response:
2024-05-25 08:39:40,496 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="299"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_US"] { "container" ["cntrID"="MSKU2506225"] } }
2024-05-25 08:39:40,496 INFO  | < > | Bento request received:
2024-05-25 08:39:40,507 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0832 sq=3
2024-05-25 08:39:40,496 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 08:39:45,059 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/PCIU1990464/3H289B2>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0839 sq=2
2024-05-25 08:39:45,966 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=ONI022 object=WI=YARD/PCIU1990464/3H289B2>SCAN Unladen (m)=137 Unladen Carry (m)=137 Dstnce= 173M sq=2
2024-05-25 08:39:45,057 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/PCIU1990464/3H289B2>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 08:39:52,062 INFO  | < > | Sending response:
2024-05-25 08:39:52,062 INFO  | < > | External XD Request: duration 16 milliseconds
2024-05-25 08:39:52,062 INFO  | < > | { "XDResponse" ["csBinSlot"="6D84B.3"] ["csSlotScore"="-30"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 08:39:52,059 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="546"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="CMAU7980703"] } }
2024-05-25 08:39:52,059 INFO  | < > | Bento request received:
2024-05-25 08:39:52,059 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: CMAU7980703 
2024-05-25 08:39:52,061 INFO  | < > |    6D83B3 is the best slot in the AG, score=-30
2024-05-25 08:39:59,108 INFO  | < > | EXECUTED  YMF CCO 7K user Decker @IP = 10.234.109.28. 
2024-05-25 08:39:59,199 INFO  | < > | EXECUTED  YMF CCO CIC user Decker @IP = 10.234.109.28. 
2024-05-25 08:39:59,293 INFO  | < > | EXECUTED  YMF CCO CIB user Decker @IP = 10.234.109.28. 
2024-05-25 08:39:59,296 INFO  | < > | Position change for PCIU8688775: TIP>OUT
2024-05-25 08:39:59,676 INFO  | < > |  (Skipped 1: Received ECN4 Web Service address update 192.)
2024-05-25 08:39:59,626 INFO  | < > | Received ECN4 Web Service address update 192.168.109.7:8280.
2024-05-25 08:39:59,676 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:40:06,967 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/ONEU0044638/4C222B1>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0840 sq=4
2024-05-25 08:40:06,979 INFO  | < > |    4C221A4 is the best slot in the AG, score=40
2024-05-25 08:40:06,957 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/ONEU0044638/4C222B1>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 08:40:06,975 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/ONEU0044638/4C222B1>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= )
2024-05-25 08:40:06,980 INFO  | < > | External XD Request: duration 16 milliseconds
2024-05-25 08:40:06,957 INFO  | <  7> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 08:40:06,975 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="288"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="MRKU1072930"] } }
2024-05-25 08:40:06,975 INFO  | < > | Bento request received:
2024-05-25 08:40:06,975 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: MRKU1072930 
2024-05-25 08:40:06,980 INFO  | < > | Sending response:
2024-05-25 08:40:06,980 INFO  | < > | { "XDResponse" ["csBinSlot"="4C222A.4"] ["csSlotScore"="40"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 08:40:21,066 INFO  | < > | Cntr update sent to XPS for action: REFCON
2024-05-25 08:40:21,066 INFO  | < > | Sending 1820: 
2024-05-25 08:40:21,065 INFO  | < > | TCLU 1220219  
2024-05-25 08:40:21,066 INFO  | < > | SPARCS UPDATE for TCLU1220219 user=Decker program=REFCON RCON Has Data=  RCON Monitored=NONE
2024-05-25 08:40:25,406 INFO  | < > | DB UPDATE for work.instructions origin=TAG_DELIVERY_FI user=Server object=WI=DLVR/FFAU3773080/5J116F2>TQ Trk.Lic.=TRN221ZY sq=1
2024-05-25 08:40:26,516 INFO  | < > | SPARCS UPDATE for TCLU1220219 user=Decker program=REFCON RCON Has Data=Y
2024-05-25 08:40:26,515 INFO  | < > | TCLU 1220219  
2024-05-25 08:40:26,516 INFO  | < > | Sending 1821: 
2024-05-25 08:40:26,516 INFO  | < > | Cntr update sent to XPS for action: REFCON
2024-05-25 08:40:29,686 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:40:33,157 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/TEMU3175543/3J287B2>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0836 sq=1
2024-05-25 08:40:30,977 INFO  | < > | DB UPDATE for work.instructions origin=TAG_DELIVERY_FI user=Server object=WI=DLVR/CGMU5343290/5H166G2>TQ Trk.Lic.=GGE151XY sq=1
2024-05-25 08:40:30,976 INFO  | <  1> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 08:40:33,155 INFO  | < > | Position change for CAIU3072270: 3J287B3>3J287E1
2024-05-25 08:40:38,525 INFO  | < > | DB UPDATE for work.instructions origin=_completeChain user=Server object=WI=LOAD/MSDU7334611/6C76E4>060782 CHE-Dsptch= CHE-Dsptch= sq=2
2024-05-25 08:40:38,526 INFO  | < > | Position change for MSDU7334611: 6C76E4>ARO50524-02*060782 (complete move)
2024-05-25 08:40:38,526 INFO  | < > | tWorkInstruction::changeBin - updating [-1057239008 WI=LOAD/MSDU7334611/6C76E4>060782 Move#=1.00000] to [-1057239008 WI=OTHR/MSDU7334611/6C76E4>undefined Move#=1.00000]. Client
2024-05-25 08:40:40,228 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/MSDU7334611/6C76E4>060782 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=2 Process Order= Move Stage=Completed Move Stage= Fetch=SA0833 Carry Strt=SA0833 sq=3
2024-05-25 08:40:40,585 INFO  | < > | tWorkInstruction::changeBin - updating [-1275141856 WI=DLVR/FFAU3773080/5J116F2>TQ Move#=1.00000] to [-1275141856 WI=DLVR/FFAU3773080/5J116F2>TIP Move#=1.00000]. Client
2024-05-25 08:40:40,226 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=LOAD/MSDU7334611/6C76E4>060782 Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=3
2024-05-25 08:40:38,526 INFO  | < > | tWorkInstruction::changeBin - updating [-1057239008 WI=OTHR/MSDU7334611/undefined>6C76E4 Move#=1.00000] to [-1057239008 WI=YARD/MSDU7334611/6C76E4>6C76E4 Move#=1.00000]. Client
2024-05-25 08:40:46,506 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/OOCU9028972/5J166D2>100682 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0834
2024-05-25 08:40:46,508 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/OOCU9028972/5J166D2>100682 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0840
2024-05-25 08:40:48,296 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/ONEU2049135/310282>5A157F4 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= CHE-Put=
2024-05-25 08:40:48,356 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/ARKU8458095/4H216E4>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0837 sq=1
2024-05-25 08:40:48,306 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0839 sq=3
2024-05-25 08:40:48,298 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/ONEU2049135/310282>5A157F4 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0840
2024-05-25 08:40:50,616 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=ONI022 object=tChe:RS54 Jobs Cached=2 sq=6
2024-05-25 08:40:50,676 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=ONI022 object=tChe:RS54 Jobs Cached=1 sq=6
2024-05-25 08:40:50,566 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=RECV/MSKU1110008/TIP>6F Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=4
2024-05-25 08:40:50,569 INFO  | < > | tWorkInstruction::changeBin - updating [-1649139168 WI=OTHR/MSKU1110008/undefined>TIP Move#=1.00000] to [-1649139168 WI=OTHR/MSKU1110008/TIP>TIP Move#=1.00000]. Client
2024-05-25 08:40:50,569 INFO  | < > | tWorkInstruction::changeBin - updating [-1649139168 WI=RECV/MSKU1110008/TIP>6F Move#=1.00000] to [-1649139168 WI=RECV/MSKU1110008/TIP>5A112E5 Move#=1.00000]. Client
2024-05-25 08:40:50,568 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RECV/MSKU1110008/TIP>6F Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned/Put Complete Move Stage= Fetch= Carry Strt= Complete=
2024-05-25 08:40:50,569 INFO  | < > | Position change for MSKU1110008: TIP>5A112E5 (complete move)
2024-05-25 08:40:50,568 INFO  | < > | DB UPDATE for work.instructions origin=_completeChain user=Server object=WI=RECV/MSKU1110008/TIP>6F CHE-Dsptch= CHE-Dsptch= sq=4
2024-05-25 08:40:50,569 INFO  | < > | tWorkInstruction::changeBin - updating [-1649139168 WI=RECV/MSKU1110008/TIP>5A112E5 Move#=1.00000] to [-1649139168 WI=OTHR/MSKU1110008/TIP>undefined Move#=1.00000]. Client
2024-05-25 08:40:53,126 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=ONI022 object=WI=YARD/MSKU2506225/6C79A3>SCAN Unladen (m)=12 Unladen Carry (m)=12 Dstnce=1316M sq=3
2024-05-25 08:40:59,635 INFO  | < > | Received ECN4 Web Service address update 192.168.109.7:8280.
2024-05-25 08:40:59,685 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:41:00,103 INFO  | <  1> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 08:41:00,194 INFO  | < > | EXECUTED  YMF CCO CIC user Decker @IP = 10.234.109.28. 
2024-05-25 08:41:00,286 INFO  | < > | EXECUTED  YMF CCO CIB user Decker @IP = 10.234.109.28. 
2024-05-25 08:41:00,103 INFO  | < > | EXECUTED  YMF CCO 7K user Decker @IP = 10.234.109.28. 
2024-05-25 08:40:59,685 INFO  | < > |  (Skipped 1: Received ECN4 Web Service address update 192.)
2024-05-25 08:41:12,446 INFO  | < > | SPARCS UPDATE for TCLU1220219 user=Decker program=REFCON RCON Has Data=  RCON Monitored=NONE
2024-05-25 08:41:12,445 INFO  | < > | TCLU 1220219  
2024-05-25 08:41:12,446 INFO  | < > | Sending 1820: 
2024-05-25 08:41:12,446 INFO  | < > | Cntr update sent to XPS for action: REFCON
2024-05-25 08:41:17,315 INFO  | < > | Position change for TCLU9702264: 3G278B4>3G278C2
2024-05-25 08:41:18,686 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0841 sq=3
2024-05-25 08:41:18,689 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned/Carry Underway Move Stage= Fetch= Carry Strt= sq=3
2024-05-25 08:41:20,646 INFO  | < > | tWorkInstruction::changeBin - updating [-1426382816 WI=DLVR/CGMU5343290/5H166G2>TQ Move#=1.00000] to [-1426382816 WI=DLVR/CGMU5343290/5H166G2>TIP Move#=1.00000]. Client
2024-05-25 08:41:18,689 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispa)
2024-05-25 08:41:20,626 INFO  | < > | Position change for CGMU8010707: TQ>TIP
2024-05-25 08:41:18,697 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=SA0841 CHE-Put=
2024-05-25 08:41:18,695 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=3
2024-05-25 08:41:18,676 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU2506225/6C79A3>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0839 sq=3
2024-05-25 08:41:21,270 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/FFAU3098716/3G278G1>341082 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fe)
2024-05-25 08:41:21,275 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 08:41:21,256 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/FFAU3098716/3G278G1>341082 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0841
2024-05-25 08:41:21,274 INFO  | < > |    3G277C3 is the best slot in the AG, score=-25
2024-05-25 08:41:21,270 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: MSKU1311851 
2024-05-25 08:41:21,270 INFO  | < > | Bento request received:
2024-05-25 08:41:21,246 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=LOAD/FFAU3098716/3G278G1>341082 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0757
2024-05-25 08:41:21,274 INFO  | < > | Sending response:
2024-05-25 08:41:21,275 INFO  | < > | { "XDResponse" ["csBinSlot"="3G278C.3"] ["csSlotScore"="-25"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 08:41:21,270 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="545"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="MSKU1311851"] } }
2024-05-25 08:41:22,577 INFO  | < > | { "YardControlRequest" ["requestID"="2"] ["cheID"="206"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="RefinePlannedPosition"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="MSKU8565478"] } }
2024-05-25 08:41:22,104 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/FCIU5468519/5G85D3>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= )
2024-05-25 08:41:22,582 INFO  | < > | tWorkInstruction::changeBin - updating [-1147221216 WI=RECV/MSKU8565478/TIP>5A112E4 Move#=1.00000] to [-1147221216 WI=RECV/MSKU8565478/TIP>5A112E6 Move#=1.00000]. Client
2024-05-25 08:41:22,582 INFO  | < > |  (Skipped 1: WI UPDATE for MSKU8565478 origin=XDrefine planned=Server seq=3 seqInQ=35 moveStage=Planned truckID=0 cheID=0 object=WI=RECV/MSKU8565478/TIP>5A112E6 locked=N modified=Decke)
2024-05-25 08:41:22,606 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RECV/MSKU8565478/TIP>5A112E6 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0841 sq=4
2024-05-25 08:41:22,581 INFO  | < > |    5A111E6 is the best slot in the AG, score=19993
2024-05-25 08:41:22,108 INFO  | < > | { "XDResponse" ["csBinSlot"="5G85B.1"] ["csSlotScore"="-45"] ["csAR"="-874296316"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 08:41:22,088 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/FCIU5468519/5G85D3>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0841 sq=4
2024-05-25 08:41:22,577 INFO  | < > | Bento request received:
2024-05-25 08:41:22,596 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RECV/MSKU8565478/TIP>5A112E6 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 08:41:22,108 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 08:41:22,582 INFO  | < > | doCntrPlannerPlanOneMove - updating [-1147221216 WI=RECV/MSKU8565478/TIP>5A112E4 Move#=1.00000 Wq=ROAD] to [-1147221216 WI=RECV/MSKU8565478/TIP>5A112E6 Move#=1.00000 Wq=ROAD]. Client
2024-05-25 08:41:22,582 INFO  | < > | Sending response:
2024-05-25 08:41:22,583 INFO  | < > | External XD Request: duration 16 milliseconds
2024-05-25 08:41:22,582 INFO  | < > | WI UPDATE for MSKU8565478 origin=XDrefine planned=Server seq=3 seqInQ=35 moveStage=Planned truckID=0 cheID=0 object=WI=RECV/MSKU8565478/TIP>5A112E6 locked=N modified=Decker Move#=1.00000
2024-05-25 08:41:22,104 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: HASU1467022 
2024-05-25 08:41:22,104 INFO  | < > | Bento request received:
2024-05-25 08:41:22,582 INFO  | < > | { "XDResponse" ["csBinSlot"="5A112E.6"] ["csSlotScore"="19993"] ["csAR"="-1248060156"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 08:41:22,086 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/FCIU5468519/5G85D3>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 08:41:22,108 INFO  | < > |    5G85B1 is the best slot in the AG, score=-45
2024-05-25 08:41:22,108 INFO  | < > | Sending response:
2024-05-25 08:41:22,104 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="286"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="HASU1467022"] } }
2024-05-25 08:41:22,905 INFO  | < > | Position change for CAAU6339264: 3H302E3>3H302G3
2024-05-25 08:41:22,917 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/GCXU5697400/3H302E2>SCAN Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0835 sq=1
2024-05-25 08:41:29,675 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 08:41:37,805 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=RECV/MSKU8565478/TIP>5A112E6 Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=4
2024-05-25 08:41:37,805 INFO  | <  8> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
